name;grade;stars;address;gps;link
Hotel Lumen Paris Louvre;8,3;4.0;1er arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/lumen-paris-louvre.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=20&hapos=170&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312045&all_sr_blocks=5522329_266145918_0_2_0%2C5522329_266145918_0_2_0&highlighted_blocks=5522329_266145918_0_2_0%2C5522329_266145918_0_2_0&matching_block_id=5522329_266145918_0_2_0&sr_pri_blocks=5522329_266145918_0_2_0__26926%2C5522329_266145918_0_2_0__26926&from=searchresults#hotelTmpl
Best Western Hotel Opéra Drouot;8,1;3.0;9e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/comfort-opera-drouot.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=21&hapos=171&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312045&all_sr_blocks=5328813_296013046_2_2_0%2C5328813_296013046_2_2_0&highlighted_blocks=5328813_296013046_2_2_0%2C5328813_296013046_2_2_0&matching_block_id=5328813_296013046_2_2_0&sr_pri_blocks=5328813_296013046_2_2_0__16016%2C5328813_296013046_2_2_0__16016&from=searchresults#hotelTmpl
Hôtel Château Frontenac;8,6;4.0;8e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/chateau-frontenac.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=22&hapos=172&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312045&all_sr_blocks=5486109_267847604_2_2_0%2C5486109_267847604_2_2_0&highlighted_blocks=5486109_267847604_2_2_0%2C5486109_267847604_2_2_0&matching_block_id=5486109_267847604_2_2_0&sr_pri_blocks=5486109_267847604_2_2_0__31076%2C5486109_267847604_2_2_0__31076&from=searchresults#hotelTmpl
Hotel Delambre;8,3;3.0;14e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/delambre-paris.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=23&hapos=173&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312045&all_sr_blocks=142420303_279042038_0_2_0%2C142420303_279042038_0_2_0&highlighted_blocks=142420303_279042038_0_2_0%2C142420303_279042038_0_2_0&matching_block_id=142420303_279042038_0_2_0&sr_pri_blocks=142420303_279042038_0_2_0__15404%2C142420303_279042038_0_2_0__15404&from=searchresults#hotelTmpl
Hôtel Avama Prony;8,4;3.0;17e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/prony.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=24&hapos=174&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312045&all_sr_blocks=5956702_344006302_0_2_0%2C5956702_344006302_0_2_0&highlighted_blocks=5956702_344006302_0_2_0%2C5956702_344006302_0_2_0&matching_block_id=5956702_344006302_0_2_0&sr_pri_blocks=5956702_344006302_0_2_0__14876%2C5956702_344006302_0_2_0__14876&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Le Malown;7,9;3.0;8e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/le-malown.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=25&hapos=175&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312045&all_sr_blocks=30480602_264241159_0_2_0%2C30480602_264241159_0_2_0&highlighted_blocks=30480602_264241159_0_2_0%2C30480602_264241159_0_2_0&matching_block_id=30480602_264241159_0_2_0&sr_pri_blocks=30480602_264241159_0_2_0__18576%2C30480602_264241159_0_2_0__18576&from=searchresults#hotelTmpl
name;grade;stars;address;gps;link
Timhotel Paris Gare de Lyon;7,5;3;12e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/relaisgaredelyon.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=1&hapos=176&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312064&all_sr_blocks=5084002_343464298_0_2_0%2C5084002_343464298_0_2_0&highlighted_blocks=5084002_343464298_0_2_0%2C5084002_343464298_0_2_0&matching_block_id=5084002_343464298_0_2_0&sr_pri_blocks=5084002_343464298_0_2_0__13876%2C5084002_343464298_0_2_0__13876&from=searchresults#hotelTmpl
Virgina;8,4;3;14e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/virgina.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=2&hapos=177&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312064&all_sr_blocks=5897611_285489302_2_2_0%2C5897611_285489302_2_2_0&highlighted_blocks=5897611_285489302_2_2_0%2C5897611_285489302_2_2_0&matching_block_id=5897611_285489302_2_2_0&sr_pri_blocks=5897611_285489302_2_2_0__12376%2C5897611_285489302_2_2_0__12376&from=searchresults#hotelTmpl
Holiday Inn Paris Gare de l'Est, an IHG Hotel;7,8;4;10e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/mercure-terminus-est.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=3&hapos=178&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312064&all_sr_blocks=5409525_328284926_2_2_0%2C5409525_328284926_2_2_0&highlighted_blocks=5409525_328284926_2_2_0%2C5409525_328284926_2_2_0&matching_block_id=5409525_328284926_2_2_0&sr_pri_blocks=5409525_328284926_2_2_0__18486%2C5409525_328284926_2_2_0__18486&from=searchresults#hotelTmpl
Hotel Abbatial Saint Germain;8,5;3;5e arr., Paris;[6.1868309, 1.1883102];https://www.booking.com/hotel/fr/abbatial-st-germain.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=4&hapos=179&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312064&all_sr_blocks=5449804_347685001_2_2_0%2C5449804_347685001_2_2_0&highlighted_blocks=5449804_347685001_2_2_0%2C5449804_347685001_2_2_0&matching_block_id=5449804_347685001_2_2_0&sr_pri_blocks=5449804_347685001_2_2_0__22476%2C5449804_347685001_2_2_0__22476&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Hôtel Delavigne;8,8;3;6e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/delavigne.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=5&hapos=180&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312064&all_sr_blocks=5432702_266148254_2_0_0%2C5432702_266148254_2_0_0&highlighted_blocks=5432702_266148254_2_0_0%2C5432702_266148254_2_0_0&matching_block_id=5432702_266148254_2_0_0&sr_pri_blocks=5432702_266148254_2_0_0__19276%2C5432702_266148254_2_0_0__19276&from=searchresults#hotelTmpl
Maxim Quartier Latin;8,2;3;5e arr., Paris;[6.1868309, 1.1883102];https://www.booking.com/hotel/fr/maxim-quartier-latin.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=6&hapos=181&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312064&all_sr_blocks=5743212_198663258_0_2_0%2C5743212_198663258_0_2_0&highlighted_blocks=5743212_198663258_0_2_0%2C5743212_198663258_0_2_0&matching_block_id=5743212_198663258_0_2_0&sr_pri_blocks=5743212_198663258_0_2_0__16876%2C5743212_198663258_0_2_0__16876&from=searchresults#hotelTmpl
Hotel Choiseul Opera;8,4;3;2e arr., Paris;[6.15466, 1.2391666];https://www.booking.com/hotel/fr/choiseul-opera.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=7&hapos=182&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312064&all_sr_blocks=5398306_265586746_0_2_0%2C5398306_265586746_0_2_0&highlighted_blocks=5398306_265586746_0_2_0%2C5398306_265586746_0_2_0&matching_block_id=5398306_265586746_0_2_0&sr_pri_blocks=5398306_265586746_0_2_0__18376%2C5398306_265586746_0_2_0__18376&from=searchresults#hotelTmpl
Hôtel Elysées Paris;7,7;3;17e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/hotel-elysees-paris-france.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=8&hapos=183&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312064&all_sr_blocks=5138317_264241047_0_2_0%2C5138317_264241047_0_2_0&highlighted_blocks=5138317_264241047_0_2_0%2C5138317_264241047_0_2_0&matching_block_id=5138317_264241047_0_2_0&sr_pri_blocks=5138317_264241047_0_2_0__19276%2C5138317_264241047_0_2_0__19276&from=searchresults#hotelTmpl
Hotel Orphée;7,3;3;5e arr., Paris;[6.1868309, 1.1883102];https://www.booking.com/hotel/fr/devillas.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=9&hapos=184&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312064&all_sr_blocks=34193301_347263237_2_2_0%2C34193301_347263237_2_2_0&highlighted_blocks=34193301_347263237_2_2_0%2C34193301_347263237_2_2_0&matching_block_id=34193301_347263237_2_2_0&sr_pri_blocks=34193301_347263237_2_2_0__19186%2C34193301_347263237_2_2_0__19186&from=searchresults#hotelTmpl
Le Littré;8,8;4;6e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/le-littre.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=10&hapos=185&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312064&all_sr_blocks=5844101_335681268_0_1_0%2C5844101_335681268_0_1_0&highlighted_blocks=5844101_335681268_0_1_0%2C5844101_335681268_0_1_0&matching_block_id=5844101_335681268_0_1_0&sr_pri_blocks=5844101_335681268_0_1_0__24776%2C5844101_335681268_0_1_0__24776&from=searchresults#hotelTmpl
Crystal Hotel;8,3;3;6e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/hotelcrystal2.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=11&hapos=186&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312064&all_sr_blocks=104744_264060842_0_2_0%2C104744_264060842_0_2_0&highlighted_blocks=104744_264060842_0_2_0%2C104744_264060842_0_2_0&matching_block_id=104744_264060842_0_2_0&sr_pri_blocks=104744_264060842_0_2_0__21476%2C104744_264060842_0_2_0__21476&from=searchresults#hotelTmpl
HOTEL DE PARIS MONTPARNASSE;7,8;3;14e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/de-paris-montparnasse.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=12&hapos=187&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312064&all_sr_blocks=539567802_279059288_2_2_0%2C539567802_279059288_2_2_0&highlighted_blocks=539567802_279059288_2_2_0%2C539567802_279059288_2_2_0&matching_block_id=539567802_279059288_2_2_0&sr_pri_blocks=539567802_279059288_2_2_0__13076%2C539567802_279059288_2_2_0__13076&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Hôtel Moderniste;9,1;4;15e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/lutece-paris.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=13&hapos=188&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312064&all_sr_blocks=495614101_338103600_0_2_0%2C495614101_338103600_0_2_0&highlighted_blocks=495614101_338103600_0_2_0%2C495614101_338103600_0_2_0&matching_block_id=495614101_338103600_0_2_0&sr_pri_blocks=495614101_338103600_0_2_0__16776%2C495614101_338103600_0_2_0__16776&from=searchresults#hotelTmpl
Hôtel Opéra Liège;8,9;4;9e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/hotel-opera-liege.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=14&hapos=189&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312064&all_sr_blocks=151504614_121744278_2_2_0%2C151504614_121744278_2_2_0&highlighted_blocks=151504614_121744278_2_2_0%2C151504614_121744278_2_2_0&matching_block_id=151504614_121744278_2_2_0&sr_pri_blocks=151504614_121744278_2_2_0__21476%2C151504614_121744278_2_2_0__21476&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
Hôtel Orchidée;8,4;3;14e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/de-l-orchidee.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=15&hapos=190&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312064&all_sr_blocks=23857802_212953692_0_2_0%2C23857802_212953692_0_2_0&highlighted_blocks=23857802_212953692_0_2_0%2C23857802_212953692_0_2_0&matching_block_id=23857802_212953692_0_2_0&sr_pri_blocks=23857802_212953692_0_2_0__13276%2C23857802_212953692_0_2_0__13276&from=searchresults#hotelTmpl
Hôtel Raspail Montparnasse;8,5;3;14e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/raspail-montparnasse.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=16&hapos=191&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312064&all_sr_blocks=17199202_241674291_0_2_0%2C17199202_241674291_0_2_0&highlighted_blocks=17199202_241674291_0_2_0%2C17199202_241674291_0_2_0&matching_block_id=17199202_241674291_0_2_0&sr_pri_blocks=17199202_241674291_0_2_0__16276%2C17199202_241674291_0_2_0__16276&from=searchresults#hotelTmpl
Hotel Ascot Opera;8,1;3;2e arr., Paris;[6.15466, 1.2391666];https://www.booking.com/hotel/fr/ascot.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=17&hapos=192&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312064&all_sr_blocks=5004608_338505651_0_2_0%2C5004608_338505651_0_2_0&highlighted_blocks=5004608_338505651_0_2_0%2C5004608_338505651_0_2_0&matching_block_id=5004608_338505651_0_2_0&sr_pri_blocks=5004608_338505651_0_2_0__23376%2C5004608_338505651_0_2_0__23376&from=searchresults#hotelTmpl
Grand Hotel des Balcons;8,2;2;6e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/grand-des-balcons.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=18&hapos=193&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312064&all_sr_blocks=56983002_184366057_0_2_0%2C56983004_184366057_0_2_0&highlighted_blocks=56983002_184366057_0_2_0%2C56983004_184366057_0_2_0&matching_block_id=56983002_184366057_0_2_0&sr_pri_blocks=56983002_184366057_0_2_0__16226%2C56983004_184366057_0_2_0__27952&from=searchresults#hotelTmpl
voco Paris Montparnasse, an IHG Hotel;8,5;4;14e arr., Paris;[6.1337777, 1.2259398];https://www.booking.com/hotel/fr/holiday-inn-paris-montparnasse-maine.fr.html?label=gen173nr-1FCAEoggI46AdIM1gEaE2IAQGYAQ24ARfIAQzYAQHoAQH4AQuIAgGoAgO4Arf4yJEGwAIB0gIkNmMwYWYwNGUtNGY3Ni00ZTk3LThjOGUtZWQ0OTEwMDZkZGMw2AIG4AIB&sid=25ce0c049998a2387586ea3a3a49b87b&aid=304142&ucfs=1&arphpl=1&checkin=2022-05-23&checkout=2022-05-24&dest_id=-1456928&dest_type=city&group_adults=2&req_adults=2&no_rooms=2&group_children=2&req_children=2&age=5&req_age=5&age=6&req_age=6&hpos=19&hapos=194&sr_order=popularity&srpvid=5521737e4b450146&srepoch=1648312064&all_sr_blocks=2166329_328284691_2_2_0%2C2166329_328284691_2_2_0&highlighted_blocks=2166329_328284691_2_2_0%2C2166329_328284691_2_2_0&matching_block_id=2166329_328284691_2_2_0&sr_pri_blocks=2166329_328284691_2_2_0__19386%2C2166329_328284691_2_2_0__19386&from_sustainable_property_sr=1&from=searchresults#hotelTmpl
